fecha,hora,origen,destino,distancia_manhattan,transbordo,clima,nivel_congestion,incidente,demanda_estimada,ocupacion_pct,es_hora_pico,tiempo_observado_min
2026-04-13,8,Américas,Banderas,1,0,lluvia,4,0,295,67.71,1,13.2
2026-04-02,7,Calle 26,Américas,1,1,lluvia_fuerte,5,1,263,61.63,1,28.14
2026-04-19,9,Banderas,Portal Sur,2,0,lluvia_fuerte,4,0,290,69.89,1,17.75
2026-04-01,13,Calle 100,Calle 72,1,0,despejado,2,0,150,45.47,0,6.42
2026-04-29,7,Calle 26,Américas,1,1,lluvia_fuerte,5,0,183,42.88,1,21.96
2026-04-28,11,Calle 100,Calle 72,1,0,lluvia,2,0,167,35.0,0,10.02
2026-04-02,11,Calle 26,Av Jiménez,1,0,despejado,3,0,128,35.0,0,9.03
2026-04-10,7,Calle 26,Av Jiménez,1,0,despejado,5,0,269,67.58,1,13.57
2026-04-14,20,Américas,Banderas,1,0,despejado,5,0,331,83.03,1,12.26
2026-04-07,16,Calle 72,Calle 26,1,1,lluvia_fuerte,4,0,198,47.96,0,18.88
2026-04-21,10,Américas,Banderas,1,0,despejado,1,0,145,39.43,0,7.38
2026-04-04,15,Av Jiménez,Portal Sur,1,1,despejado,1,0,136,38.58,0,12.5
2026-04-08,19,Américas,Banderas,1,0,despejado,3,0,347,92.65,1,9.86
2026-04-24,7,Banderas,Portal Sur,2,0,despejado,4,0,310,78.33,1,13.15
2026-04-10,13,Calle 26,Américas,1,1,lluvia,1,0,102,35.0,0,12.07
2026-04-25,19,Calle 100,Calle 72,1,0,despejado,3,0,255,69.37,1,9.02
2026-04-11,11,Calle 100,Calle 72,1,0,despejado,2,0,174,41.97,0,6.17
2026-04-15,8,Calle 100,Calle 72,1,0,lluvia,4,0,272,73.07,1,13.11
2026-04-11,7,Américas,Banderas,1,0,lluvia,4,0,322,78.03,1,13.09
2026-04-02,7,Portal Norte,Calle 100,1,0,lluvia_fuerte,4,0,220,59.56,1,17.71
2026-04-30,14,Av Jiménez,Portal Sur,1,1,despejado,3,0,143,41.78,0,15.71
2026-04-11,6,Calle 26,Américas,1,1,lluvia,5,0,295,67.03,1,20.46
2026-04-15,21,Calle 26,Américas,1,1,lluvia,4,1,271,66.59,0,22.74
2026-04-13,15,Calle 72,Calle 26,1,1,despejado,3,0,114,35.0,0,13.2
2026-04-09,10,Calle 100,Calle 72,1,0,despejado,2,0,122,35.0,0,7.86
2026-04-22,18,Calle 100,Calle 72,1,0,despejado,5,0,298,73.53,1,12.5
2026-04-27,10,Calle 100,Calle 72,1,0,lluvia,2,0,135,40.84,0,8.54
2026-04-13,11,Calle 72,Calle 26,1,1,despejado,1,0,106,35.0,0,10.35
2026-04-14,13,Av Jiménez,Portal Sur,1,1,despejado,1,0,105,35.0,0,12.28
2026-04-21,9,Portal Norte,Calle 100,1,0,lluvia,4,0,306,84.39,1,15.4
2026-04-10,16,Av Jiménez,Portal Sur,1,1,lluvia_fuerte,5,1,196,54.86,0,29.6
2026-04-06,9,Calle 72,Calle 26,1,1,lluvia,3,0,268,65.41,1,18.66
2026-04-23,18,Américas,Banderas,1,0,despejado,3,0,230,64.52,1,11.78
2026-04-07,8,Portal Norte,Calle 100,1,0,lluvia,5,0,232,63.4,1,17.19
2026-04-20,15,Banderas,Portal Sur,2,0,despejado,3,0,144,38.53,0,10.41
2026-04-07,16,Portal Norte,Calle 100,1,0,despejado,3,0,128,35.0,0,9.66
2026-04-10,11,Av Jiménez,Portal Sur,1,1,despejado,3,0,101,35.0,0,16.68
2026-04-17,7,Calle 72,Calle 26,1,1,despejado,5,0,342,77.97,1,18.19
2026-04-12,17,Banderas,Portal Sur,2,0,lluvia,5,0,306,71.68,1,16.62
2026-04-19,16,Portal Norte,Calle 100,1,0,despejado,2,0,103,35.0,0,8.85
2026-04-19,11,Calle 26,Av Jiménez,1,0,despejado,3,0,152,44.93,0,8.67
2026-04-11,14,Banderas,Portal Sur,2,0,despejado,2,0,173,50.77,0,9.71
2026-04-06,15,Banderas,Portal Sur,2,0,despejado,1,0,108,35.0,0,7.42
2026-04-26,19,Calle 72,Calle 26,1,1,lluvia,3,0,283,70.89,1,18.46
2026-04-17,20,Banderas,Portal Sur,2,0,despejado,4,0,349,89.47,1,13.77
2026-04-24,20,Américas,Banderas,1,0,despejado,3,0,326,84.66,1,11.94
2026-04-15,10,Banderas,Portal Sur,2,0,despejado,2,0,120,37.53,0,10.34
2026-04-24,18,Banderas,Portal Sur,2,0,lluvia,3,0,334,78.74,1,15.73
2026-04-14,6,Banderas,Portal Sur,2,0,despejado,5,0,288,79.27,1,15.57
2026-04-22,11,Av Jiménez,Portal Sur,1,1,despejado,1,0,156,35.0,0,12.56
2026-04-13,7,Américas,Banderas,1,0,lluvia,3,0,304,79.17,1,13.21
2026-04-13,14,Calle 100,Calle 72,1,0,lluvia,1,0,101,35.0,0,7.7
2026-04-03,19,Calle 26,Av Jiménez,1,0,lluvia_fuerte,5,0,291,79.94,1,17.44
2026-04-02,12,Américas,Banderas,1,0,lluvia,2,0,132,35.0,0,8.19
2026-04-04,13,Calle 72,Calle 26,1,1,despejado,1,0,126,35.0,0,10.96
2026-04-20,11,Calle 26,Américas,1,1,despejado,1,0,109,35.0,0,9.82
2026-04-18,12,Banderas,Portal Sur,2,0,lluvia,1,0,151,42.37,0,10.73
2026-04-15,17,Banderas,Portal Sur,2,0,despejado,4,1,320,85.86,1,22.05
2026-04-13,8,Calle 26,Américas,1,1,despejado,3,0,326,86.14,1,14.83
2026-04-20,12,Av Jiménez,Portal Sur,1,1,despejado,3,0,179,43.43,0,16.11
2026-04-19,10,Calle 100,Calle 72,1,0,despejado,3,0,107,35.0,0,8.43
2026-04-05,17,Calle 72,Calle 26,1,1,lluvia_fuerte,4,0,239,61.56,1,20.99
2026-04-19,17,Calle 26,Av Jiménez,1,0,lluvia_fuerte,3,0,226,51.39,1,14.82
2026-04-11,11,Calle 72,Calle 26,1,1,despejado,1,0,149,36.21,0,10.38
2026-04-20,7,Portal Norte,Calle 100,1,0,despejado,3,0,298,69.23,1,12.29
2026-04-24,10,Calle 26,Américas,1,1,despejado,2,0,166,36.06,0,12.21
2026-04-08,15,Calle 26,Av Jiménez,1,0,despejado,3,0,176,45.4,0,9.23
2026-04-06,9,Calle 26,Av Jiménez,1,0,despejado,5,0,297,76.3,1,12.9
2026-04-24,19,Banderas,Portal Sur,2,0,despejado,5,0,330,89.21,1,17.49
2026-04-26,14,Calle 100,Calle 72,1,0,despejado,1,0,169,37.52,0,5.17
2026-04-14,20,Calle 100,Calle 72,1,0,despejado,4,0,238,58.48,1,11.33
2026-04-21,12,Banderas,Portal Sur,2,0,despejado,2,0,149,42.86,0,9.05
2026-04-16,18,Banderas,Portal Sur,2,0,lluvia_fuerte,4,0,245,57.53,1,19.18
2026-04-01,18,Calle 100,Calle 72,1,0,despejado,4,0,258,59.35,1,10.94
2026-04-07,8,Calle 26,Américas,1,1,lluvia,5,0,329,80.2,1,18.78
2026-04-27,19,Calle 26,Américas,1,1,lluvia_fuerte,5,0,181,48.56,1,21.49
2026-04-08,9,Banderas,Portal Sur,2,0,despejado,5,0,302,83.01,1,14.51
2026-04-11,15,Banderas,Portal Sur,2,0,despejado,1,0,124,35.0,0,7.85
2026-04-08,8,Calle 72,Calle 26,1,1,lluvia,4,0,234,56.61,1,19.16
2026-04-26,11,Calle 26,Américas,1,1,despejado,2,0,128,38.29,0,13.23
2026-04-14,16,Calle 72,Calle 26,1,1,despejado,3,0,95,35.0,0,13.34
2026-04-08,13,Américas,Banderas,1,0,despejado,3,0,137,41.88,0,7.79
2026-04-08,10,Calle 26,Av Jiménez,1,0,despejado,3,0,158,41.53,0,7.27
2026-04-11,9,Calle 26,Av Jiménez,1,0,despejado,3,0,228,59.62,1,9.55
2026-04-21,17,Calle 26,Av Jiménez,1,0,lluvia_fuerte,5,1,280,67.13,1,22.04
2026-04-12,18,Calle 100,Calle 72,1,0,despejado,4,0,225,54.17,1,12.67
2026-04-21,18,Portal Norte,Calle 100,1,0,lluvia,3,0,297,76.52,1,12.74
2026-04-07,17,Av Jiménez,Portal Sur,1,1,lluvia_fuerte,5,0,285,77.82,1,24.26
2026-04-06,14,Calle 26,Américas,1,1,despejado,1,0,145,40.1,0,11.1
2026-04-22,11,Américas,Banderas,1,0,despejado,1,0,119,35.0,0,6.44
2026-04-08,14,Av Jiménez,Portal Sur,1,1,despejado,2,0,90,35.0,0,15.41
2026-04-30,9,Calle 26,Av Jiménez,1,0,despejado,4,0,272,70.75,1,10.59
2026-04-18,19,Calle 100,Calle 72,1,0,lluvia_fuerte,4,0,288,66.8,1,15.58
2026-04-06,18,Portal Norte,Calle 100,1,0,lluvia,5,0,347,79.04,1,17.6
2026-04-13,15,Portal Norte,Calle 100,1,0,lluvia,1,0,114,35.0,0,8.33
2026-04-15,10,Calle 26,Av Jiménez,1,0,despejado,2,0,107,35.0,0,7.21
2026-04-24,15,Banderas,Portal Sur,2,0,despejado,1,0,149,35.0,0,9.53
2026-04-05,21,Calle 100,Calle 72,1,0,lluvia,4,1,242,55.13,0,19.41
2026-04-25,7,Av Jiménez,Portal Sur,1,1,despejado,3,0,315,85.43,1,18.41
2026-04-08,17,Calle 100,Calle 72,1,0,despejado,3,0,291,66.01,1,11.01
2026-04-08,12,Américas,Banderas,1,0,lluvia,3,0,145,36.02,0,9.62
2026-04-27,13,Portal Norte,Calle 100,1,0,despejado,3,0,157,42.73,0,8.43
2026-04-12,8,Calle 26,Av Jiménez,1,0,despejado,5,0,261,67.22,1,12.54
2026-04-28,16,Av Jiménez,Portal Sur,1,1,despejado,1,0,154,35.0,0,12.33
2026-04-11,13,Banderas,Portal Sur,2,0,despejado,3,0,166,43.37,0,11.7
2026-04-29,15,Calle 26,Américas,1,1,lluvia,3,0,111,35.0,0,14.57
2026-04-11,13,Banderas,Portal Sur,2,0,lluvia,1,0,120,35.0,0,10.23
2026-04-22,21,Av Jiménez,Portal Sur,1,1,lluvia_fuerte,4,0,212,47.22,0,22.46
2026-04-22,8,Calle 72,Calle 26,1,1,lluvia_fuerte,5,1,243,54.11,1,29.64
2026-04-11,15,Av Jiménez,Portal Sur,1,1,despejado,1,0,162,44.5,0,13.76
2026-04-12,16,Américas,Banderas,1,0,despejado,2,0,118,35.0,0,8.01
2026-04-15,11,Calle 26,Av Jiménez,1,0,lluvia,1,0,177,41.06,0,6.54
2026-04-03,16,Av Jiménez,Portal Sur,1,1,despejado,3,0,110,35.0,0,15.41
2026-04-28,20,Portal Norte,Calle 100,1,0,despejado,4,0,234,62.12,1,12.11
2026-04-08,10,Banderas,Portal Sur,2,0,despejado,1,0,144,42.29,0,9.54
2026-04-07,8,Calle 100,Calle 72,1,0,despejado,5,0,257,59.1,1,14.16
2026-04-02,16,Portal Norte,Calle 100,1,0,lluvia_fuerte,5,0,314,78.69,0,16.25
2026-04-28,10,Américas,Banderas,1,0,despejado,3,0,171,40.89,0,9.29
2026-04-18,11,Portal Norte,Calle 100,1,0,lluvia,1,0,141,40.82,0,8.54
2026-04-26,21,Banderas,Portal Sur,2,0,lluvia_fuerte,5,0,208,56.31,0,19.81
2026-04-23,10,Banderas,Portal Sur,2,0,lluvia,2,0,92,35.0,0,12.2
2026-04-02,20,Américas,Banderas,1,0,despejado,3,0,250,63.59,1,10.81
2026-04-04,9,Calle 26,Américas,1,1,despejado,5,0,355,95.55,1,16.9
2026-04-14,15,Av Jiménez,Portal Sur,1,1,despejado,1,0,90,35.0,0,11.88
2026-04-01,13,Calle 100,Calle 72,1,0,despejado,3,0,134,35.0,0,10.27
2026-04-13,15,Banderas,Portal Sur,2,0,despejado,1,0,176,37.4,0,7.92
2026-04-23,7,Portal Norte,Calle 100,1,0,lluvia_fuerte,4,0,205,46.8,1,17.89
2026-04-19,14,Av Jiménez,Portal Sur,1,1,despejado,2,0,160,35.0,0,13.36
2026-04-01,6,Américas,Banderas,1,0,despejado,3,0,238,60.16,1,9.13
2026-04-17,12,Banderas,Portal Sur,2,0,despejado,2,0,124,35.0,0,10.37
2026-04-30,19,Calle 26,Av Jiménez,1,0,despejado,3,0,326,83.39,1,8.16
2026-04-10,6,Calle 26,Américas,1,1,despejado,3,0,313,81.35,1,14.61
2026-04-28,6,Calle 26,Américas,1,1,despejado,5,0,265,72.74,1,17.28
2026-04-17,9,Calle 26,Av Jiménez,1,0,despejado,5,0,277,75.21,1,11.77
2026-04-25,19,Banderas,Portal Sur,2,0,lluvia,4,0,234,59.88,1,17.03
2026-04-18,16,Américas,Banderas,1,0,despejado,2,0,126,35.0,0,6.53
2026-04-12,15,Banderas,Portal Sur,2,0,despejado,3,0,175,49.42,0,11.17
2026-04-04,19,Américas,Banderas,1,0,lluvia,5,0,224,56.24,1,16.48
2026-04-07,8,Portal Norte,Calle 100,1,0,despejado,5,1,360,97.82,1,21.14
2026-04-11,15,Calle 26,Av Jiménez,1,0,despejado,1,0,138,35.0,0,4.57
2026-04-14,21,Calle 72,Calle 26,1,1,lluvia,5,0,196,53.34,0,20.68
2026-04-01,7,Calle 100,Calle 72,1,0,despejado,5,0,332,88.12,1,13.03
2026-04-02,15,Portal Norte,Calle 100,1,0,despejado,2,0,114,35.0,0,9.27
2026-04-29,10,Calle 100,Calle 72,1,0,despejado,3,0,151,35.0,0,7.68
2026-04-16,9,Américas,Banderas,1,0,despejado,4,0,271,65.84,1,11.46
2026-04-04,19,Calle 26,Américas,1,1,lluvia,4,0,357,87.21,1,19.06
2026-04-18,10,Calle 100,Calle 72,1,0,despejado,2,0,138,38.21,0,7.57
2026-04-25,20,Av Jiménez,Portal Sur,1,1,lluvia,5,0,316,72.29,1,21.24
2026-04-25,11,Calle 26,Av Jiménez,1,0,despejado,2,0,179,51.61,0,6.28
2026-04-16,20,Portal Norte,Calle 100,1,0,lluvia_fuerte,3,1,231,54.67,1,21.69
2026-04-11,12,Calle 72,Calle 26,1,1,despejado,1,0,103,35.0,0,10.56
2026-04-12,18,Calle 100,Calle 72,1,0,lluvia_fuerte,4,0,277,74.8,1,16.38
2026-04-18,16,Calle 26,Av Jiménez,1,0,despejado,2,0,176,36.78,0,5.37
2026-04-26,9,Banderas,Portal Sur,2,0,despejado,5,0,236,65.53,1,15.46
2026-04-10,15,Calle 100,Calle 72,1,0,despejado,1,0,161,36.6,0,5.72
2026-04-14,17,Calle 26,Américas,1,1,despejado,3,0,295,66.55,1,15.51
2026-04-14,12,Av Jiménez,Portal Sur,1,1,despejado,1,0,133,35.0,0,14.04
2026-04-15,18,Américas,Banderas,1,0,despejado,4,0,355,84.62,1,12.62
2026-04-22,16,Calle 26,Américas,1,1,despejado,1,0,93,35.0,0,9.48
2026-04-23,10,Calle 26,Av Jiménez,1,0,despejado,3,0,154,35.0,0,8.21
2026-04-06,19,Calle 72,Calle 26,1,1,lluvia,3,0,347,81.72,1,16.61
2026-04-16,9,Calle 100,Calle 72,1,0,lluvia,3,0,317,84.51,1,12.1
2026-04-02,17,Portal Norte,Calle 100,1,0,despejado,5,0,228,63.22,1,14.87
2026-04-22,10,Calle 26,Américas,1,1,despejado,1,0,160,37.88,0,9.48
2026-04-23,11,Américas,Banderas,1,0,lluvia,2,1,173,42.55,0,15.54
2026-04-14,19,Calle 72,Calle 26,1,1,despejado,5,0,341,85.79,1,18.39
2026-04-12,17,Calle 26,Américas,1,1,lluvia,4,0,353,84.65,1,19.18
2026-04-25,14,Américas,Banderas,1,0,despejado,3,0,113,35.17,0,9.86
2026-04-25,20,Calle 100,Calle 72,1,0,lluvia,3,0,246,57.69,1,13.93
2026-04-25,18,Calle 72,Calle 26,1,1,despejado,4,0,310,71.82,1,17.13
2026-04-28,14,Portal Norte,Calle 100,1,0,despejado,1,0,124,35.0,0,6.0
2026-04-09,15,Calle 26,Av Jiménez,1,0,despejado,1,0,150,39.44,0,5.07
2026-04-19,11,Calle 100,Calle 72,1,0,despejado,1,0,171,49.69,0,6.39
2026-04-14,16,Américas,Banderas,1,0,lluvia,4,1,308,84.48,0,17.62
2026-04-08,11,Av Jiménez,Portal Sur,1,1,despejado,1,0,108,35.0,0,12.85
2026-04-16,15,Calle 100,Calle 72,1,0,despejado,1,0,138,35.0,0,5.17
2026-04-12,14,Av Jiménez,Portal Sur,1,1,despejado,2,0,164,44.96,0,14.72
2026-04-14,18,Calle 26,Av Jiménez,1,0,despejado,3,0,343,82.41,1,8.38
2026-04-21,20,Banderas,Portal Sur,2,0,despejado,3,0,351,84.35,1,14.12
2026-04-11,14,Calle 100,Calle 72,1,0,despejado,1,0,178,38.27,0,5.33
2026-04-05,6,Calle 100,Calle 72,1,0,lluvia,3,0,242,59.87,1,13.61
2026-04-30,11,Calle 100,Calle 72,1,0,despejado,1,0,94,35.0,0,6.83
2026-04-09,8,Portal Norte,Calle 100,1,0,lluvia,4,1,203,44.47,1,21.41
2026-04-25,20,Calle 26,Américas,1,1,lluvia,3,0,295,67.58,1,16.21
2026-04-10,15,Calle 26,Av Jiménez,1,0,lluvia,2,0,144,41.25,0,9.64
2026-04-10,14,Américas,Banderas,1,0,despejado,1,0,113,35.0,0,5.38
2026-04-11,16,Calle 26,Américas,1,1,despejado,3,0,123,35.0,0,14.76
2026-04-08,13,Calle 72,Calle 26,1,1,lluvia,1,0,111,35.0,0,13.87
2026-04-11,12,Banderas,Portal Sur,2,0,despejado,2,0,133,35.0,0,10.45
2026-04-09,7,Calle 100,Calle 72,1,0,lluvia,3,0,280,62.79,1,13.28
2026-04-08,7,Calle 26,Av Jiménez,1,0,lluvia,5,0,358,90.11,1,14.96
2026-04-29,15,Calle 26,Américas,1,1,despejado,1,0,135,35.0,0,11.21
2026-04-09,18,Américas,Banderas,1,0,despejado,3,0,291,78.34,1,11.08
2026-04-09,13,Calle 72,Calle 26,1,1,despejado,3,0,130,35.0,0,13.64
2026-04-21,20,Calle 26,Av Jiménez,1,0,lluvia_fuerte,4,0,183,52.99,1,16.81
2026-04-27,20,Calle 26,Av Jiménez,1,0,despejado,3,0,296,68.1,1,10.08
2026-04-14,9,Calle 26,Américas,1,1,despejado,5,0,282,66.83,1,19.11
2026-04-27,14,Calle 100,Calle 72,1,0,lluvia,1,0,122,35.0,0,8.8
2026-04-21,15,Calle 100,Calle 72,1,0,despejado,1,0,141,35.0,0,5.16
2026-04-02,14,Calle 26,Américas,1,1,despejado,1,0,173,47.79,0,10.21
2026-04-28,11,Portal Norte,Calle 100,1,0,lluvia,2,0,139,35.0,0,10.78
2026-04-23,19,Calle 26,Av Jiménez,1,0,lluvia,5,0,228,60.61,1,15.11
2026-04-14,15,Portal Norte,Calle 100,1,0,despejado,1,0,139,38.28,0,7.26
2026-04-25,12,Calle 100,Calle 72,1,0,despejado,1,0,122,35.38,0,6.51
2026-04-26,9,Calle 72,Calle 26,1,1,lluvia_fuerte,3,0,338,78.01,1,21.12
2026-04-16,7,Calle 26,Av Jiménez,1,0,lluvia_fuerte,5,0,290,67.58,1,16.98
2026-04-26,15,Calle 72,Calle 26,1,1,despejado,1,0,173,46.5,0,10.71
2026-04-19,11,Calle 72,Calle 26,1,1,despejado,1,0,155,41.14,0,10.25
2026-04-16,7,Calle 26,Av Jiménez,1,0,lluvia,3,0,287,79.26,1,12.47
2026-04-14,14,Banderas,Portal Sur,2,0,despejado,1,0,137,38.69,0,8.45
2026-04-09,6,Portal Norte,Calle 100,1,0,lluvia_fuerte,4,0,279,65.66,1,16.37
2026-04-26,17,Calle 72,Calle 26,1,1,lluvia,4,0,296,67.57,1,20.58
2026-04-26,8,Calle 26,Américas,1,1,despejado,3,0,292,79.9,1,15.72
2026-04-17,13,Américas,Banderas,1,0,despejado,1,0,151,45.26,0,7.2
2026-04-01,11,Banderas,Portal Sur,2,0,despejado,2,0,123,35.0,0,10.22
2026-04-23,20,Calle 72,Calle 26,1,1,despejado,5,0,324,76.36,1,17.97
2026-04-14,17,Calle 26,Av Jiménez,1,0,despejado,5,0,264,59.53,1,11.44
2026-04-03,15,Calle 100,Calle 72,1,0,lluvia,3,0,117,35.0,0,9.98
2026-04-24,7,Américas,Banderas,1,0,lluvia,4,0,271,73.49,1,13.89
2026-04-24,8,Calle 72,Calle 26,1,1,despejado,5,0,259,71.84,1,18.51
2026-04-25,6,Calle 26,Américas,1,1,despejado,5,0,359,94.99,1,17.44
2026-04-05,16,Av Jiménez,Portal Sur,1,1,despejado,1,0,117,35.0,0,13.01
2026-04-11,20,Av Jiménez,Portal Sur,1,1,despejado,3,1,232,63.36,1,21.83
2026-04-17,8,Américas,Banderas,1,0,lluvia_fuerte,4,0,217,51.59,1,15.94
2026-04-07,11,Av Jiménez,Portal Sur,1,1,despejado,2,0,176,43.34,0,13.93
2026-04-03,19,Calle 26,Av Jiménez,1,0,lluvia,4,0,249,59.89,1,12.98
2026-04-09,14,Américas,Banderas,1,0,despejado,3,0,113,35.0,0,8.67
2026-04-02,13,Calle 100,Calle 72,1,0,lluvia,2,0,166,38.59,0,9.38
2026-04-06,9,Américas,Banderas,1,0,despejado,3,0,301,70.45,1,11.75
2026-04-16,16,Américas,Banderas,1,0,despejado,2,0,158,36.41,0,7.81
2026-04-25,8,Calle 72,Calle 26,1,1,despejado,5,0,221,47.77,1,19.79
2026-04-18,12,Av Jiménez,Portal Sur,1,1,despejado,3,0,160,40.01,0,16.12
2026-04-04,19,Banderas,Portal Sur,2,0,lluvia_fuerte,4,0,352,94.46,1,17.74
2026-04-23,13,Calle 26,Américas,1,1,despejado,3,0,125,35.0,0,12.32
2026-04-11,16,Américas,Banderas,1,0,despejado,2,0,91,35.0,0,6.93
2026-04-29,15,Calle 100,Calle 72,1,0,despejado,3,0,170,36.22,0,10.35
2026-04-12,13,Calle 26,Av Jiménez,1,0,despejado,2,0,146,35.0,0,6.29
2026-04-15,9,Calle 26,Av Jiménez,1,0,despejado,5,0,245,69.05,1,10.86
2026-04-26,17,Calle 26,Av Jiménez,1,0,lluvia_fuerte,4,1,254,66.21,1,20.56
2026-04-18,12,Av Jiménez,Portal Sur,1,1,despejado,1,0,155,39.63,0,12.19
2026-04-20,13,Calle 26,Av Jiménez,1,0,despejado,3,0,161,35.0,0,8.46
2026-04-09,19,Calle 26,Américas,1,1,lluvia_fuerte,4,1,252,61.94,1,25.64
2026-04-22,11,Calle 72,Calle 26,1,1,despejado,1,0,153,35.0,0,10.9
2026-04-01,20,Banderas,Portal Sur,2,0,lluvia,4,0,223,54.6,1,17.74
2026-04-27,16,Calle 100,Calle 72,1,0,despejado,2,0,120,35.0,0,6.9
2026-04-13,18,Calle 72,Calle 26,1,1,lluvia,3,1,325,84.91,1,24.2
2026-04-18,19,Portal Norte,Calle 100,1,0,despejado,3,0,319,72.65,1,10.34
2026-04-24,7,Calle 26,Av Jiménez,1,0,despejado,3,0,322,82.86,1,9.0
2026-04-23,21,Banderas,Portal Sur,2,0,lluvia_fuerte,4,0,287,70.3,0,17.39
2026-04-01,11,Banderas,Portal Sur,2,0,despejado,2,0,102,35.0,0,10.79
2026-04-02,7,Portal Norte,Calle 100,1,0,lluvia,5,0,302,73.08,1,15.54
2026-04-27,20,Av Jiménez,Portal Sur,1,1,lluvia_fuerte,3,0,247,66.49,1,21.47
2026-04-06,11,Calle 26,Av Jiménez,1,0,lluvia,3,0,142,37.44,0,9.64
2026-04-22,14,Banderas,Portal Sur,2,0,despejado,3,0,153,35.0,0,11.69
2026-04-10,18,Calle 72,Calle 26,1,1,lluvia,4,0,255,63.25,1,20.47
2026-04-15,10,Av Jiménez,Portal Sur,1,1,despejado,1,0,124,37.24,0,13.23
2026-04-14,8,Calle 26,Américas,1,1,despejado,4,0,298,74.91,1,17.59
2026-04-26,13,Calle 72,Calle 26,1,1,despejado,2,0,153,46.24,0,11.8
2026-04-29,8,Av Jiménez,Portal Sur,1,1,lluvia,4,0,307,71.6,1,21.79
2026-04-13,10,Portal Norte,Calle 100,1,0,despejado,1,0,137,35.0,0,6.22
2026-04-17,11,Calle 100,Calle 72,1,0,despejado,3,0,152,41.14,0,10.1
2026-04-03,19,Banderas,Portal Sur,2,0,lluvia,3,0,334,76.22,1,15.2
2026-04-30,15,Av Jiménez,Portal Sur,1,1,despejado,3,0,150,35.0,0,14.38
2026-04-07,20,Banderas,Portal Sur,2,0,despejado,4,0,314,73.25,1,14.01
2026-04-15,16,Calle 100,Calle 72,1,0,despejado,2,0,129,35.0,0,7.22
2026-04-22,18,Calle 26,Av Jiménez,1,0,lluvia,5,0,248,56.47,1,13.48
2026-04-04,19,Calle 100,Calle 72,1,0,lluvia,5,0,262,59.35,1,13.91
2026-04-20,18,Calle 72,Calle 26,1,1,lluvia,5,0,338,78.07,1,21.26
2026-04-26,14,Calle 100,Calle 72,1,0,despejado,2,0,114,35.0,0,7.06
2026-04-18,7,Portal Norte,Calle 100,1,0,despejado,3,0,356,91.16,1,12.43
2026-04-19,18,Av Jiménez,Portal Sur,1,1,lluvia,4,1,289,79.68,1,27.0
2026-04-14,13,Banderas,Portal Sur,2,0,despejado,2,0,165,40.36,0,11.42
2026-04-15,18,Portal Norte,Calle 100,1,0,lluvia,4,1,305,68.46,1,20.41
2026-04-15,17,Calle 26,Américas,1,1,despejado,5,0,274,66.58,1,18.57
2026-04-07,16,Calle 100,Calle 72,1,0,despejado,2,0,99,35.0,0,8.25
2026-04-09,11,Calle 26,Américas,1,1,despejado,2,0,112,35.0,0,12.75
2026-04-29,20,Calle 26,Américas,1,1,despejado,5,0,329,75.05,1,17.79
